instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
9953,24/02/2012,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,256
9954,24/02/2012,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,300
9955,24/02/2012,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,233
9956,24/02/2012,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,167
9957,24/02/2012,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,152
9958,24/02/2012,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,106
9959,24/02/2012,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,86
9960,25/02/2012,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,61
9961,25/02/2012,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,46
9962,25/02/2012,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,38
9963,25/02/2012,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,7
9964,25/02/2012,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,2
9965,25/02/2012,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,3
9966,25/02/2012,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,13
9967,25/02/2012,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,23
9968,25/02/2012,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,93
9969,25/02/2012,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,122
9970,25/02/2012,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,183
9971,25/02/2012,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,210
9972,25/02/2012,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,258
9973,25/02/2012,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,226
9974,25/02/2012,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,216
9975,25/02/2012,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,232
9976,25/02/2012,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,195
9977,25/02/2012,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,159
9978,25/02/2012,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133
9979,25/02/2012,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,149
9980,25/02/2012,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,105
9981,25/02/2012,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,85
9982,25/02/2012,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,82
9983,25/02/2012,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,91
9984,26/02/2012,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,70
9985,26/02/2012,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,55
9986,26/02/2012,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,42
9987,26/02/2012,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,21
9988,26/02/2012,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,6
9989,26/02/2012,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,5
9990,26/02/2012,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,2
9991,26/02/2012,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,22
9992,26/02/2012,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,59
9993,26/02/2012,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,87
9994,26/02/2012,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,188
9995,26/02/2012,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,227
9996,26/02/2012,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,305
9997,26/02/2012,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,325
9998,26/02/2012,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,331
9999,26/02/2012,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,353
10000,26/02/2012,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,339
10001,26/02/2012,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,287
10002,26/02/2012,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,216
10003,26/02/2012,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,143
10004,26/02/2012,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,88
10005,26/02/2012,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,83
10006,26/02/2012,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,71
10007,26/02/2012,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,64
10008,27/02/2012,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,29
10009,27/02/2012,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,6
10010,27/02/2012,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,4
10011,27/02/2012,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,2
10012,27/02/2012,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,1
10013,27/02/2012,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,16
10014,27/02/2012,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,90
10015,27/02/2012,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,280
10016,27/02/2012,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,528
10017,27/02/2012,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,230
10018,27/02/2012,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,104
10019,27/02/2012,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,103
10020,27/02/2012,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,177
10021,27/02/2012,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,182
10022,27/02/2012,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,158
10023,27/02/2012,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,174
10024,27/02/2012,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,286
10025,27/02/2012,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529
10026,27/02/2012,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,527
10027,27/02/2012,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,334
10028,27/02/2012,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,219
10029,27/02/2012,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,195
10030,27/02/2012,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,92
10031,27/02/2012,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,56
10032,28/02/2012,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,10
10033,28/02/2012,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,6
10034,28/02/2012,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,3
10035,28/02/2012,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,6
10036,28/02/2012,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,2
10037,28/02/2012,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,21
10038,28/02/2012,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,101
10039,28/02/2012,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,325
10040,28/02/2012,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,559
10041,28/02/2012,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,232
10042,28/02/2012,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,132
10043,28/02/2012,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,163
10044,28/02/2012,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,183
10045,28/02/2012,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,190
10046,28/02/2012,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,134
10047,28/02/2012,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,166
10048,28/02/2012,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,287
10049,28/02/2012,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,530
10050,28/02/2012,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,449
10051,28/02/2012,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,306
10052,28/02/2012,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,204
10053,28/02/2012,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,188
10054,28/02/2012,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,101
10055,28/02/2012,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,65
10056,29/02/2012,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045,32
10057,29/02/2012,1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,6
10058,29/02/2012,1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,4
10059,29/02/2012,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,2
10060,29/02/2012,1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,29
10061,29/02/2012,1,1,2,6,0,3,1,2,0.28,0.303,0.75,0.0896,104
10062,29/02/2012,1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,253
10063,29/02/2012,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,116
10064,29/02/2012,1,1,2,9,0,3,1,3,0.3,0.303,0.81,0.1642,38
10065,29/02/2012,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,10
10066,29/02/2012,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,10
10067,29/02/2012,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,70
10068,29/02/2012,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,76
10069,29/02/2012,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,56
10070,29/02/2012,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,90
10071,29/02/2012,1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,167
10072,29/02/2012,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,253
10073,29/02/2012,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0,192
10074,29/02/2012,1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,102
10075,29/02/2012,1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,97
10076,29/02/2012,1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,39
10077,29/02/2012,1,1,2,22,0,3,1,3,0.42,0.4242,0.94,0.2537,55
10078,29/02/2012,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,33
10079,01/03/2012,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0,11
10080,01/03/2012,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,12
10081,01/03/2012,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,6
10082,01/03/2012,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,3
10083,01/03/2012,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,5
10084,01/03/2012,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,18
10085,01/03/2012,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,109
10086,01/03/2012,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,304
10087,01/03/2012,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,594
10088,01/03/2012,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,286
10089,01/03/2012,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,133
10090,01/03/2012,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,168
10091,01/03/2012,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,220
10092,01/03/2012,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,211
10093,01/03/2012,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,211
10094,01/03/2012,1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,223
10095,01/03/2012,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985,361
10096,01/03/2012,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,600
10097,01/03/2012,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,525
10098,01/03/2012,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,328
10099,01/03/2012,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,254
10100,01/03/2012,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,197
10101,01/03/2012,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,126
10102,01/03/2012,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,85
10103,02/03/2012,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,46
10104,02/03/2012,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,20
10105,02/03/2012,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
10106,02/03/2012,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.194,3
10107,02/03/2012,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0,2
10108,02/03/2012,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0,24
10109,02/03/2012,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0,92
10110,02/03/2012,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,262
10111,02/03/2012,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,549
10112,02/03/2012,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0,314
10113,02/03/2012,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,132
10114,02/03/2012,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,194
10115,02/03/2012,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,234
10116,02/03/2012,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,222
10117,02/03/2012,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,205
10118,02/03/2012,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,78
10119,02/03/2012,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,50
10120,02/03/2012,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,128
10121,02/03/2012,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.194,160
10122,02/03/2012,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.194,174
10123,02/03/2012,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,100
10124,02/03/2012,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,101
10125,02/03/2012,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0,75
10126,02/03/2012,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0,23
10127,03/03/2012,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,22
10128,03/03/2012,1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0,44
10129,03/03/2012,1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,38
10130,03/03/2012,1,1,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,21
10131,03/03/2012,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.194,2
10132,03/03/2012,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,2
10133,03/03/2012,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,7
10134,03/03/2012,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,16
10135,03/03/2012,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0,48
10136,03/03/2012,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,94
10137,03/03/2012,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0,168
10138,03/03/2012,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,214
10139,03/03/2012,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,299
10140,03/03/2012,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,339
10141,03/03/2012,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,430
10142,03/03/2012,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,399
10143,03/03/2012,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,467
10144,03/03/2012,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,385
10145,03/03/2012,1,1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,303
10146,03/03/2012,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,225
10147,03/03/2012,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,149
10148,03/03/2012,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,154
10149,03/03/2012,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,134
10150,03/03/2012,1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0,106
10151,04/03/2012,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,72
10152,04/03/2012,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.194,76
10153,04/03/2012,1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,80
10154,04/03/2012,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,26
10155,04/03/2012,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.194,14
10156,04/03/2012,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,5
10157,04/03/2012,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,5
10158,04/03/2012,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,23
10159,04/03/2012,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,66
10160,04/03/2012,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,118
10161,04/03/2012,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,192
10162,04/03/2012,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,256
10163,04/03/2012,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,327
10164,04/03/2012,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,364
10165,04/03/2012,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,332
10166,04/03/2012,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
10167,04/03/2012,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,299
10168,04/03/2012,1,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,263
10169,04/03/2012,1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,184
10170,04/03/2012,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,132
10171,04/03/2012,1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,88
10172,04/03/2012,1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,79
10173,04/03/2012,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,62
10174,04/03/2012,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,26
10175,05/03/2012,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,17
10176,05/03/2012,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,6
10177,05/03/2012,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,4
10178,05/03/2012,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,1
10179,05/03/2012,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,1
10180,05/03/2012,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,18
10181,05/03/2012,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,91
10182,05/03/2012,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,260
10183,05/03/2012,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,428
10184,05/03/2012,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,197
10185,05/03/2012,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,86
10186,05/03/2012,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,103
10187,05/03/2012,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0,137
10188,05/03/2012,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,120
10189,05/03/2012,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,128
10190,05/03/2012,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,130
10191,05/03/2012,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,210
10192,05/03/2012,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,387
10193,05/03/2012,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375
10194,05/03/2012,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,226
10195,05/03/2012,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,179
10196,05/03/2012,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,120
10197,05/03/2012,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,78
10198,05/03/2012,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,31
10199,06/03/2012,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,8
10200,06/03/2012,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,6
10201,06/03/2012,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,4
10202,06/03/2012,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,1
10203,06/03/2012,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,3
10204,06/03/2012,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,25
10205,06/03/2012,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,102
10206,06/03/2012,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,275
10207,06/03/2012,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,501
10208,06/03/2012,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0,233
10209,06/03/2012,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0,129
10210,06/03/2012,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,130
10211,06/03/2012,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,138
10212,06/03/2012,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,164
10213,06/03/2012,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,136
10214,06/03/2012,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,166
10215,06/03/2012,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,250
10216,06/03/2012,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,446
10217,06/03/2012,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,457
10218,06/03/2012,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,287
10219,06/03/2012,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,187
10220,06/03/2012,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,148
10221,06/03/2012,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,106
10222,06/03/2012,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,54
10223,07/03/2012,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,15
10224,07/03/2012,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,5
10225,07/03/2012,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,4
10226,07/03/2012,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,3
10227,07/03/2012,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,3
10228,07/03/2012,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,18
10229,07/03/2012,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,108
10230,07/03/2012,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,344
10231,07/03/2012,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,566
10232,07/03/2012,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,264
10233,07/03/2012,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,147
10234,07/03/2012,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,161
10235,07/03/2012,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,215
10236,07/03/2012,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,205
10237,07/03/2012,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,175
10238,07/03/2012,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,209
10239,07/03/2012,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,288
10240,07/03/2012,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612
10241,07/03/2012,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544
10242,07/03/2012,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,361
10243,07/03/2012,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,260
10244,07/03/2012,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,188
10245,07/03/2012,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,159
10246,07/03/2012,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,62
10247,08/03/2012,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,46
10248,08/03/2012,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,21
10249,08/03/2012,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,11
10250,08/03/2012,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
10251,08/03/2012,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,2
10252,08/03/2012,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,29
10253,08/03/2012,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,109
10254,08/03/2012,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,334
10255,08/03/2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585
10256,08/03/2012,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,301
10257,08/03/2012,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,138
